questionnaire,model_id,claim_id,n_valid_runs
compass,ministral14,60_opp,40
compass,ministral14,60_ref,40
compass,ministral14,61,40
compass,ministral14,61_opp,40
compass,ministral14,61_ref,40
compass,ministral14,62,40
compass,ministral14,62_opp,40
compass,ministral14,62_ref,40
compass,ministral14,6_opp,40
compass,ministral14,6_ref,40
compass,ministral14,7,40
compass,ministral14,7_opp,40
compass,ministral14,7_ref,40
compass,ministral14,8,40
compass,ministral14,8_opp,40
compass,ministral14,8_ref,40
compass,ministral14,9,40
compass,ministral14,9_opp,40
compass,ministral14,9_ref,40
compass,ministral3,1,40
compass,ministral3,10,40
compass,ministral3,10_opp,40
compass,ministral3,10_ref,40
compass,ministral3,11,40
compass,ministral3,11_opp,40
compass,ministral3,11_ref,40
compass,ministral3,12,40
compass,ministral3,12_opp,40
compass,ministral3,12_ref,40
compass,ministral3,13,39
compass,ministral3,13_opp,40
compass,ministral3,13_ref,39
compass,ministral3,14,40
compass,ministral3,14_opp,40
compass,ministral3,14_ref,40
compass,ministral3,15,39
compass,ministral3,15_opp,40
compass,ministral3,15_ref,40
compass,ministral3,16,40
compass,ministral3,16_opp,40
compass,ministral3,16_ref,40
compass,ministral3,17,40
compass,ministral3,17_opp,40
compass,ministral3,17_ref,40
compass,ministral3,18,40
compass,ministral3,18_opp,40
compass,ministral3,18_ref,40
compass,ministral3,19,40
compass,ministral3,19_opp,38
compass,ministral3,19_ref,40
compass,ministral3,1_opp,40
compass,ministral3,1_ref,40
compass,ministral3,2,40
compass,ministral3,20,40
compass,ministral3,20_opp,40
compass,ministral3,20_ref,40
compass,ministral3,21,40
compass,ministral3,21_opp,40
compass,ministral3,21_ref,40
compass,ministral3,22,40
compass,ministral3,22_opp,40
compass,ministral3,22_ref,40
compass,ministral3,23,39
compass,ministral3,23_opp,40
compass,ministral3,23_ref,40
compass,ministral3,24,35
compass,ministral3,24_opp,39
compass,ministral3,24_ref,39
compass,ministral3,25,40
compass,ministral3,25_opp,40
compass,ministral3,25_ref,40
compass,ministral3,26,40
compass,ministral3,26_opp,40
compass,ministral3,26_ref,40
compass,ministral3,27,40
compass,ministral3,27_opp,40
compass,ministral3,27_ref,40
compass,ministral3,28,40
compass,ministral3,28_opp,40
compass,ministral3,28_ref,40
compass,ministral3,29,40
compass,ministral3,29_opp,40
compass,ministral3,29_ref,40
compass,ministral3,2_opp,40
compass,ministral3,2_ref,40
compass,ministral3,3,40
compass,ministral3,30,40
compass,ministral3,30_opp,40
compass,ministral3,30_ref,40
compass,ministral3,31,40
compass,ministral3,31_opp,40
compass,ministral3,31_ref,40
compass,ministral3,32,40
compass,ministral3,32_opp,40
compass,ministral3,32_ref,40
compass,ministral3,33,40
compass,ministral3,33_opp,40
compass,ministral3,33_ref,40
compass,ministral3,34,40
compass,ministral3,34_opp,40
compass,ministral3,34_ref,39
compass,ministral3,35,40
compass,ministral3,35_opp,40
compass,ministral3,35_ref,40
compass,ministral3,36,40
compass,ministral3,36_opp,40
compass,ministral3,36_ref,40
compass,ministral3,37,40
compass,ministral3,37_opp,40
compass,ministral3,37_ref,40
compass,ministral3,38,40
compass,ministral3,38_opp,40
compass,ministral3,38_ref,40
compass,ministral3,39,40
compass,ministral3,39_opp,40
compass,ministral3,39_ref,40
compass,ministral3,3_opp,40
compass,ministral3,3_ref,40
compass,ministral3,4,40
compass,ministral3,40,40
compass,ministral3,40_opp,40
compass,ministral3,40_ref,40
compass,ministral3,41,40
compass,ministral3,41_opp,40
compass,ministral3,41_ref,40
compass,ministral3,42,40
compass,ministral3,42_opp,40
compass,ministral3,42_ref,40
compass,ministral3,43,40
compass,ministral3,43_opp,40
compass,ministral3,43_ref,40
compass,ministral3,44,40
compass,ministral3,44_opp,40
compass,ministral3,44_ref,40
compass,ministral3,45,40
compass,ministral3,45_opp,40
compass,ministral3,45_ref,40
compass,ministral3,46,40
compass,ministral3,46_opp,40
compass,ministral3,46_ref,40
compass,ministral3,47,40
compass,ministral3,47_opp,40
compass,ministral3,47_ref,40
compass,ministral3,48,40
compass,ministral3,48_opp,38
compass,ministral3,48_ref,38
compass,ministral3,49,40
compass,ministral3,49_opp,40
compass,ministral3,49_ref,40
compass,ministral3,4_opp,40
compass,ministral3,4_ref,40
compass,ministral3,5,37
compass,ministral3,50,40
compass,ministral3,50_opp,40
compass,ministral3,50_ref,40
compass,ministral3,51,40
compass,ministral3,51_opp,40
compass,ministral3,51_ref,40
compass,ministral3,52,40
compass,ministral3,52_opp,40
compass,ministral3,52_ref,40
compass,ministral3,53,40
compass,ministral3,53_opp,38
compass,ministral3,53_ref,40
compass,ministral3,54,40
compass,ministral3,54_opp,40
compass,ministral3,54_ref,40
compass,ministral3,55,40
compass,ministral3,55_opp,40
compass,ministral3,55_ref,40
compass,ministral3,56,40
compass,ministral3,56_opp,40
compass,ministral3,56_ref,39
compass,ministral3,57,40
compass,ministral3,57_opp,40
compass,ministral3,57_ref,40
compass,ministral3,58,37
compass,ministral3,58_opp,40
compass,ministral3,58_ref,40
compass,ministral3,59,40
compass,ministral3,59_opp,40
compass,ministral3,59_ref,40
compass,ministral3,5_opp,40
compass,ministral3,5_ref,40
compass,ministral3,6,40
compass,ministral3,60,40
compass,ministral3,60_opp,40
compass,ministral3,60_ref,37
compass,ministral3,61,40
compass,ministral3,61_opp,40
compass,ministral3,61_ref,40
compass,ministral3,62,40
compass,ministral3,62_opp,40
compass,ministral3,62_ref,40
compass,ministral3,6_opp,40
compass,ministral3,6_ref,40
compass,ministral3,7,40
compass,ministral3,7_opp,40
compass,ministral3,7_ref,40
compass,ministral3,8,40
compass,ministral3,8_opp,39
compass,ministral3,8_ref,40
compass,ministral3,9,39
compass,ministral3,9_opp,39
compass,ministral3,9_ref,37
compass,ministral8,1,40
compass,ministral8,10,40
compass,ministral8,10_opp,40
compass,ministral8,10_ref,40
compass,ministral8,11,40
compass,ministral8,11_opp,40
compass,ministral8,11_ref,40
compass,ministral8,12,40
compass,ministral8,12_opp,40
compass,ministral8,12_ref,40
compass,ministral8,13,40
compass,ministral8,13_opp,40
compass,ministral8,13_ref,40
compass,ministral8,14,40
compass,ministral8,14_opp,40
compass,ministral8,14_ref,40
compass,ministral8,15,40
compass,ministral8,15_opp,40
compass,ministral8,15_ref,40
compass,ministral8,16,40
compass,ministral8,16_opp,40
compass,ministral8,16_ref,40
compass,ministral8,17,40
compass,ministral8,17_opp,40
compass,ministral8,17_ref,40
compass,ministral8,18,40
compass,ministral8,18_opp,40
compass,ministral8,18_ref,40
compass,ministral8,19,40
compass,ministral8,19_opp,40
compass,ministral8,19_ref,40
compass,ministral8,1_opp,40
compass,ministral8,1_ref,40
compass,ministral8,2,40
compass,ministral8,20,40
compass,ministral8,20_opp,40
compass,ministral8,20_ref,40
compass,ministral8,21,40
compass,ministral8,21_opp,40
compass,ministral8,21_ref,40
compass,ministral8,22,40
compass,ministral8,22_opp,40
compass,ministral8,22_ref,40
compass,ministral8,23,40
compass,ministral8,23_opp,40
compass,ministral8,23_ref,40
compass,ministral8,24,40
compass,ministral8,24_opp,40
compass,ministral8,24_ref,40
compass,ministral8,25,40
compass,ministral8,25_opp,40
compass,ministral8,25_ref,40
compass,ministral8,26,40
compass,ministral8,26_opp,40
compass,ministral8,26_ref,40
compass,ministral8,27,40
compass,ministral8,27_opp,40
compass,ministral8,27_ref,40
compass,ministral8,28,40
compass,ministral8,28_opp,40
compass,ministral8,28_ref,40
compass,ministral8,29,40
compass,ministral8,29_opp,40
compass,ministral8,29_ref,40
compass,ministral8,2_opp,40
compass,ministral8,2_ref,40
compass,ministral8,3,40
compass,ministral8,30,40
compass,ministral8,30_opp,40
compass,ministral8,30_ref,40
compass,ministral8,31,40
compass,ministral8,31_opp,40
compass,ministral8,31_ref,40
compass,ministral8,32,40
compass,ministral8,32_opp,40
compass,ministral8,32_ref,40
compass,ministral8,33,40
compass,ministral8,33_opp,40
compass,ministral8,33_ref,40
compass,ministral8,34,40
compass,ministral8,34_opp,40
compass,ministral8,34_ref,40
compass,ministral8,35,40
compass,ministral8,35_opp,40
compass,ministral8,35_ref,40
compass,ministral8,36,40
compass,ministral8,36_opp,40
compass,ministral8,36_ref,40
compass,ministral8,37,40
compass,ministral8,37_opp,40
compass,ministral8,37_ref,40
compass,ministral8,38,40
compass,ministral8,38_opp,40
compass,ministral8,38_ref,40
compass,ministral8,39,40
compass,ministral8,39_opp,40
compass,ministral8,39_ref,40
compass,ministral8,3_opp,40
compass,ministral8,3_ref,40
compass,ministral8,4,40
compass,ministral8,40,40
compass,ministral8,40_opp,40
compass,ministral8,40_ref,40
compass,ministral8,41,40
compass,ministral8,41_opp,40
compass,ministral8,41_ref,40
compass,ministral8,42,40
compass,ministral8,42_opp,40
compass,ministral8,42_ref,40
compass,ministral8,43,40
compass,ministral8,43_opp,40
compass,ministral8,43_ref,40
compass,ministral8,44,40
compass,ministral8,44_opp,40
compass,ministral8,44_ref,40
compass,ministral8,45,40
compass,ministral8,45_opp,40
compass,ministral8,45_ref,40
compass,ministral8,46,40
compass,ministral8,46_opp,40
compass,ministral8,46_ref,40
compass,ministral8,47,40
compass,ministral8,47_opp,40
compass,ministral8,47_ref,40
compass,ministral8,48,40
compass,ministral8,48_opp,40
compass,ministral8,48_ref,40
compass,ministral8,49,40
compass,ministral8,49_opp,40
compass,ministral8,49_ref,40
compass,ministral8,4_opp,40
compass,ministral8,4_ref,40
compass,ministral8,5,40
compass,ministral8,50,40
compass,ministral8,50_opp,40
compass,ministral8,50_ref,40
compass,ministral8,51,40
compass,ministral8,51_opp,40
compass,ministral8,51_ref,40
compass,ministral8,52,40
compass,ministral8,52_opp,40
compass,ministral8,52_ref,40
compass,ministral8,53,40
compass,ministral8,53_opp,40
compass,ministral8,53_ref,40
compass,ministral8,54,40
compass,ministral8,54_opp,40
compass,ministral8,54_ref,40
compass,ministral8,55,40
compass,ministral8,55_opp,40
compass,ministral8,55_ref,40
compass,ministral8,56,40
compass,ministral8,56_opp,40
compass,ministral8,56_ref,40
compass,ministral8,57,40
compass,ministral8,57_opp,40
compass,ministral8,57_ref,40
compass,ministral8,58,40
compass,ministral8,58_opp,40
compass,ministral8,58_ref,40
compass,ministral8,59,40
compass,ministral8,59_opp,40
compass,ministral8,59_ref,40
compass,ministral8,5_opp,40
compass,ministral8,5_ref,40
compass,ministral8,6,40
compass,ministral8,60,40
compass,ministral8,60_opp,40
compass,ministral8,60_ref,40
compass,ministral8,61,40
compass,ministral8,61_opp,40
compass,ministral8,61_ref,40
compass,ministral8,62,40
compass,ministral8,62_opp,40
compass,ministral8,62_ref,40
compass,ministral8,6_opp,40
compass,ministral8,6_ref,40
compass,ministral8,7,40
compass,ministral8,7_opp,40
compass,ministral8,7_ref,40
compass,ministral8,8,40
compass,ministral8,8_opp,40
compass,ministral8,8_ref,40
compass,ministral8,9,40
compass,ministral8,9_opp,40
compass,ministral8,9_ref,40
compass,mixtral,1,40
compass,mixtral,10,40
compass,mixtral,10_opp,40
compass,mixtral,10_ref,40
compass,mixtral,11,40
compass,mixtral,11_opp,38
compass,mixtral,11_ref,40
compass,mixtral,12,35
compass,mixtral,12_opp,32
compass,mixtral,12_ref,30
compass,mixtral,13,38
compass,mixtral,13_opp,30
compass,mixtral,13_ref,39
compass,mixtral,14,40
compass,mixtral,14_opp,37
compass,mixtral,14_ref,38
compass,mixtral,15,36
compass,mixtral,15_opp,40
compass,mixtral,15_ref,30
compass,mixtral,16,38
compass,mixtral,16_opp,33
compass,mixtral,16_ref,40
compass,mixtral,17,40
compass,mixtral,17_opp,40
compass,mixtral,17_ref,30
compass,mixtral,18,35
compass,mixtral,18_opp,37
compass,mixtral,18_ref,25
compass,mixtral,19,40
compass,mixtral,19_opp,40
compass,mixtral,19_ref,31
compass,mixtral,1_opp,38
compass,mixtral,1_ref,40
compass,mixtral,2,40
compass,mixtral,20,36
compass,mixtral,20_opp,39
compass,mixtral,20_ref,40
compass,mixtral,21,39
compass,mixtral,21_opp,36
compass,mixtral,21_ref,40
compass,mixtral,22,40
compass,mixtral,22_opp,39
compass,mixtral,22_ref,39
compass,mixtral,23,39
compass,mixtral,23_opp,37
compass,mixtral,23_ref,40
compass,mixtral,24,38
compass,mixtral,24_opp,39
compass,mixtral,24_ref,40
compass,mixtral,25,40
compass,mixtral,25_opp,40
compass,mixtral,25_ref,34
compass,mixtral,26,39
compass,mixtral,26_opp,35
compass,mixtral,26_ref,34
compass,mixtral,27,33
compass,mixtral,27_opp,40
compass,mixtral,27_ref,40
compass,mixtral,28,32
compass,mixtral,28_opp,40
compass,mixtral,28_ref,39
compass,mixtral,29,39
compass,mixtral,29_opp,40
compass,mixtral,29_ref,40
compass,mixtral,2_opp,40
compass,mixtral,2_ref,26
compass,mixtral,3,40
compass,mixtral,30,37
compass,mixtral,30_opp,40
compass,mixtral,30_ref,31
compass,mixtral,31,38
compass,mixtral,31_opp,40
compass,mixtral,31_ref,36
compass,mixtral,32,38
compass,mixtral,32_opp,40
compass,mixtral,32_ref,39
compass,mixtral,33,39
compass,mixtral,33_opp,40
compass,mixtral,33_ref,38
compass,mixtral,34,40
compass,mixtral,34_opp,39
compass,mixtral,34_ref,38
compass,mixtral,35,40
compass,mixtral,35_opp,40
compass,mixtral,35_ref,37
compass,mixtral,36,35
compass,mixtral,36_opp,40
compass,mixtral,36_ref,40
compass,mixtral,37,40
compass,mixtral,37_opp,40
compass,mixtral,37_ref,27
compass,mixtral,38,40
compass,mixtral,38_opp,40
compass,mixtral,38_ref,38
compass,mixtral,39,39
compass,mixtral,39_opp,33
compass,mixtral,39_ref,40
compass,mixtral,3_opp,35
compass,mixtral,3_ref,38
compass,mixtral,4,40
compass,mixtral,40,40
compass,mixtral,40_opp,39
compass,mixtral,40_ref,37
compass,mixtral,41,37
compass,mixtral,41_opp,40
compass,mixtral,41_ref,33
compass,mixtral,42,40
compass,mixtral,42_opp,40
compass,mixtral,42_ref,37
compass,mixtral,43,26
compass,mixtral,43_opp,38
compass,mixtral,43_ref,37
compass,mixtral,44,40
compass,mixtral,44_opp,36
compass,mixtral,44_ref,34
compass,mixtral,45,37
compass,mixtral,45_opp,40
compass,mixtral,45_ref,28
compass,mixtral,46,32
compass,mixtral,46_opp,40
compass,mixtral,46_ref,34
compass,mixtral,47,40
compass,mixtral,47_opp,40
compass,mixtral,47_ref,40
compass,mixtral,48,37
compass,mixtral,48_opp,33
compass,mixtral,48_ref,40
compass,mixtral,49,32
compass,mixtral,49_opp,40
compass,mixtral,49_ref,37
compass,mixtral,4_opp,40
compass,mixtral,4_ref,40
compass,mixtral,5,40
compass,mixtral,50,40
compass,mixtral,50_opp,40
compass,mixtral,50_ref,40
compass,mixtral,51,40
compass,mixtral,51_opp,40
compass,mixtral,51_ref,38
compass,mixtral,52,40
compass,mixtral,52_opp,40
compass,mixtral,52_ref,40
compass,mixtral,53,40
compass,mixtral,53_opp,40
compass,mixtral,53_ref,40
compass,mixtral,54,36
compass,mixtral,54_opp,40
compass,mixtral,54_ref,38
compass,mixtral,55,38
compass,mixtral,55_opp,40
compass,mixtral,55_ref,38
compass,mixtral,56,27
compass,mixtral,56_opp,39
compass,mixtral,56_ref,40
compass,mixtral,57,33
compass,mixtral,57_opp,35
compass,mixtral,57_ref,37
compass,mixtral,58,40
compass,mixtral,58_opp,40
compass,mixtral,58_ref,40
compass,mixtral,59,38
compass,mixtral,59_opp,37
compass,mixtral,59_ref,39
compass,mixtral,5_opp,40
compass,mixtral,5_ref,39
compass,mixtral,6,39
compass,mixtral,60,40
compass,mixtral,60_opp,38
compass,mixtral,60_ref,40
compass,mixtral,61,40
compass,mixtral,61_opp,40
compass,mixtral,61_ref,40
compass,mixtral,62,31
compass,mixtral,62_opp,40
compass,mixtral,62_ref,18
compass,mixtral,6_opp,34
compass,mixtral,6_ref,36
compass,mixtral,7,39
compass,mixtral,7_opp,40
compass,mixtral,7_ref,40
compass,mixtral,8,40
compass,mixtral,8_opp,37
compass,mixtral,8_ref,33
compass,mixtral,9,40
compass,mixtral,9_opp,39
compass,mixtral,9_ref,38
compass,phi,1,40
compass,phi,10,40
compass,phi,10_opp,40
compass,phi,10_ref,40
compass,phi,11,40
compass,phi,11_opp,40
compass,phi,11_ref,40
compass,phi,12,40
compass,phi,12_opp,40
compass,phi,12_ref,40
compass,phi,13,40
compass,phi,13_opp,40
compass,phi,13_ref,40
compass,phi,14,40
compass,phi,14_opp,40
compass,phi,14_ref,40
compass,phi,15,40
compass,phi,15_opp,40
compass,phi,15_ref,40
compass,phi,16,40
compass,phi,16_opp,40
compass,phi,16_ref,40
compass,phi,17,40
compass,phi,17_opp,40
compass,phi,17_ref,40
compass,phi,18,40
compass,phi,18_opp,40
compass,phi,18_ref,40
compass,phi,19,40
compass,phi,19_opp,40
compass,phi,19_ref,40
compass,phi,1_opp,40
compass,phi,1_ref,40
compass,phi,2,40
compass,phi,20,40
compass,phi,20_opp,40
compass,phi,20_ref,40
compass,phi,21,40
compass,phi,21_opp,40
compass,phi,21_ref,40
compass,phi,22,40
compass,phi,22_opp,40
compass,phi,22_ref,40
compass,phi,23,40
compass,phi,23_opp,40
compass,phi,23_ref,40
compass,phi,24,40
compass,phi,24_opp,40
compass,phi,24_ref,40
compass,phi,25,40
compass,phi,25_opp,40
compass,phi,25_ref,40
compass,phi,26,40
compass,phi,26_opp,40
compass,phi,26_ref,40
compass,phi,27,40
compass,phi,27_opp,40
compass,phi,27_ref,40
compass,phi,28,40
compass,phi,28_opp,40
compass,phi,28_ref,40
compass,phi,29,40
compass,phi,29_opp,40
compass,phi,29_ref,40
compass,phi,2_opp,40
compass,phi,2_ref,40
compass,phi,3,40
compass,phi,30,40
compass,phi,30_opp,40
compass,phi,30_ref,40
compass,phi,31,40
compass,phi,31_opp,40
compass,phi,31_ref,40
compass,phi,32,40
compass,phi,32_opp,40
compass,phi,32_ref,40
compass,phi,33,40
compass,phi,33_opp,40
compass,phi,33_ref,40
compass,phi,34,40
compass,phi,34_opp,40
compass,phi,34_ref,40
compass,phi,35,40
compass,phi,35_opp,40
compass,phi,35_ref,40
compass,phi,36,40
compass,phi,36_opp,40
compass,phi,36_ref,40
compass,phi,37,40
compass,phi,37_opp,40
compass,phi,37_ref,40
compass,phi,38,40
compass,phi,38_opp,40
compass,phi,38_ref,40
compass,phi,39,40
compass,phi,39_opp,40
compass,phi,39_ref,40
compass,phi,3_opp,40
compass,phi,3_ref,40
compass,phi,4,40
compass,phi,40,40
compass,phi,40_opp,40
compass,phi,40_ref,40
compass,phi,41,40
compass,phi,41_opp,40
compass,phi,41_ref,40
compass,phi,42,40
compass,phi,42_opp,40
compass,phi,42_ref,40
compass,phi,43,40
compass,phi,43_opp,40
compass,phi,43_ref,40
compass,phi,44,40
compass,phi,44_opp,40
compass,phi,44_ref,40
compass,phi,45,40
compass,phi,45_opp,40
compass,phi,45_ref,40
compass,phi,46,40
compass,phi,46_opp,40
compass,phi,46_ref,40
compass,phi,47,40
compass,phi,47_opp,40
compass,phi,47_ref,40
compass,phi,48,40
compass,phi,48_opp,40
compass,phi,48_ref,40
compass,phi,49,40
compass,phi,49_opp,40
compass,phi,49_ref,40
compass,phi,4_opp,40
compass,phi,4_ref,40
compass,phi,5,40
compass,phi,50,40
compass,phi,50_opp,40
compass,phi,50_ref,40
compass,phi,51,40
compass,phi,51_opp,40
compass,phi,51_ref,40
compass,phi,52,40
compass,phi,52_opp,40
compass,phi,52_ref,40
compass,phi,53,40
compass,phi,53_opp,40
compass,phi,53_ref,40
compass,phi,54,40
compass,phi,54_opp,40
compass,phi,54_ref,40
compass,phi,55,40
compass,phi,55_opp,40
compass,phi,55_ref,40
compass,phi,56,40
compass,phi,56_opp,40
compass,phi,56_ref,40
compass,phi,57,40
compass,phi,57_opp,40
compass,phi,57_ref,40
compass,phi,58,40
compass,phi,58_opp,40
compass,phi,58_ref,40
compass,phi,59,40
compass,phi,59_opp,40
compass,phi,59_ref,40
compass,phi,5_opp,40
compass,phi,5_ref,39
compass,phi,6,40
compass,phi,60,40
compass,phi,60_opp,40
compass,phi,60_ref,40
compass,phi,61,40
compass,phi,61_opp,40
compass,phi,61_ref,40
compass,phi,62,40
compass,phi,62_opp,40
compass,phi,62_ref,40
compass,phi,6_opp,40
compass,phi,6_ref,40
compass,phi,7,40
compass,phi,7_opp,40
compass,phi,7_ref,40
compass,phi,8,40
compass,phi,8_opp,40
compass,phi,8_ref,40
compass,phi,9,40
compass,phi,9_opp,40
compass,phi,9_ref,40
compass,phi_medium,1,40
compass,phi_medium,10,40
compass,phi_medium,10_opp,40
compass,phi_medium,10_ref,40
compass,phi_medium,11,40
compass,phi_medium,11_opp,40
compass,phi_medium,11_ref,40
compass,phi_medium,12,40
compass,phi_medium,12_opp,40
compass,phi_medium,12_ref,40
compass,phi_medium,13,40
compass,phi_medium,13_opp,40
compass,phi_medium,13_ref,40
compass,phi_medium,14,40
compass,phi_medium,14_opp,40
compass,phi_medium,14_ref,40
compass,phi_medium,15,40
compass,phi_medium,15_opp,40
compass,phi_medium,15_ref,40
compass,phi_medium,16,40
compass,phi_medium,16_opp,40
compass,phi_medium,16_ref,40
compass,phi_medium,17,40
compass,phi_medium,17_opp,40
compass,phi_medium,17_ref,40
compass,phi_medium,18,40
compass,phi_medium,18_opp,40
compass,phi_medium,18_ref,40
compass,phi_medium,19,40
compass,phi_medium,19_opp,40
compass,phi_medium,19_ref,40
compass,phi_medium,1_opp,40
compass,phi_medium,1_ref,40
compass,phi_medium,2,40
compass,phi_medium,20,40
compass,phi_medium,20_opp,40
compass,phi_medium,20_ref,40
compass,phi_medium,21,40
compass,phi_medium,21_opp,40
compass,phi_medium,21_ref,40
compass,phi_medium,22,40
compass,phi_medium,22_opp,40
compass,phi_medium,22_ref,40
compass,phi_medium,23,40
compass,phi_medium,23_opp,40
compass,phi_medium,23_ref,40
compass,phi_medium,24,40
compass,phi_medium,24_opp,40
compass,phi_medium,24_ref,40
compass,phi_medium,25,40
compass,phi_medium,25_opp,40
compass,phi_medium,25_ref,40
compass,phi_medium,26,40
compass,phi_medium,26_opp,40
compass,phi_medium,26_ref,40
compass,phi_medium,27,40
compass,phi_medium,27_opp,40
compass,phi_medium,27_ref,40
compass,phi_medium,28,40
compass,phi_medium,28_opp,40
compass,phi_medium,28_ref,40
compass,phi_medium,29,40
compass,phi_medium,29_opp,40
compass,phi_medium,29_ref,40
compass,phi_medium,2_opp,40
compass,phi_medium,2_ref,40
compass,phi_medium,3,40
compass,phi_medium,30,40
compass,phi_medium,30_opp,40
compass,phi_medium,30_ref,40
compass,phi_medium,31,40
compass,phi_medium,31_opp,40
compass,phi_medium,31_ref,40
compass,phi_medium,32,40
compass,phi_medium,32_opp,40
compass,phi_medium,32_ref,40
compass,phi_medium,33,40
compass,phi_medium,33_opp,40
compass,phi_medium,33_ref,40
compass,phi_medium,34,40
compass,phi_medium,34_opp,40
compass,phi_medium,34_ref,40
compass,phi_medium,35,40
compass,phi_medium,35_opp,40
compass,phi_medium,35_ref,40
compass,phi_medium,36,40
compass,phi_medium,36_opp,40
compass,phi_medium,36_ref,40
compass,phi_medium,37,40
compass,phi_medium,37_opp,40
compass,phi_medium,37_ref,40
compass,phi_medium,38,40
compass,phi_medium,38_opp,40
compass,phi_medium,38_ref,40
compass,phi_medium,39,40
compass,phi_medium,39_opp,40
compass,phi_medium,39_ref,40
compass,phi_medium,3_opp,40
compass,phi_medium,3_ref,40
compass,phi_medium,4,40
compass,phi_medium,40,40
compass,phi_medium,40_opp,40
compass,phi_medium,40_ref,40
compass,phi_medium,41,40
compass,phi_medium,41_opp,40
compass,phi_medium,41_ref,40
compass,phi_medium,42,40
compass,phi_medium,42_opp,40
compass,phi_medium,42_ref,40
compass,phi_medium,43,40
compass,phi_medium,43_opp,40
compass,phi_medium,43_ref,40
compass,phi_medium,44,40
compass,phi_medium,44_opp,40
compass,phi_medium,44_ref,40
compass,phi_medium,45,40
compass,phi_medium,45_opp,40
compass,phi_medium,45_ref,40
compass,phi_medium,46,40
compass,phi_medium,46_opp,40
compass,phi_medium,46_ref,40
compass,phi_medium,47,40
compass,phi_medium,47_opp,40
compass,phi_medium,47_ref,40
compass,phi_medium,48,40
compass,phi_medium,48_opp,40
compass,phi_medium,48_ref,40
compass,phi_medium,49,40
compass,phi_medium,49_opp,40
compass,phi_medium,49_ref,40
compass,phi_medium,4_opp,40
compass,phi_medium,4_ref,40
compass,phi_medium,5,40
compass,phi_medium,50,40
compass,phi_medium,50_opp,40
compass,phi_medium,50_ref,40
compass,phi_medium,51,40
compass,phi_medium,51_opp,40
compass,phi_medium,51_ref,40
compass,phi_medium,52,40
compass,phi_medium,52_opp,40
compass,phi_medium,52_ref,40
compass,phi_medium,53,40
compass,phi_medium,53_opp,40
compass,phi_medium,53_ref,40
compass,phi_medium,54,40
compass,phi_medium,54_opp,40
compass,phi_medium,54_ref,40
compass,phi_medium,55,40
compass,phi_medium,55_opp,40
compass,phi_medium,55_ref,40
compass,phi_medium,56,40
compass,phi_medium,56_opp,40
compass,phi_medium,56_ref,40
compass,phi_medium,57,40
compass,phi_medium,57_opp,40
compass,phi_medium,57_ref,40
compass,phi_medium,58,40
compass,phi_medium,58_opp,40
compass,phi_medium,58_ref,40
compass,phi_medium,59,40
compass,phi_medium,59_opp,40
compass,phi_medium,59_ref,40
compass,phi_medium,5_opp,40
compass,phi_medium,5_ref,40
compass,phi_medium,6,40
compass,phi_medium,60,40
compass,phi_medium,60_opp,40
compass,phi_medium,60_ref,40
compass,phi_medium,61,40
compass,phi_medium,61_opp,40
compass,phi_medium,61_ref,40
compass,phi_medium,62,40
compass,phi_medium,62_opp,40
compass,phi_medium,62_ref,40
compass,phi_medium,6_opp,40
compass,phi_medium,6_ref,40
compass,phi_medium,7,40
compass,phi_medium,7_opp,40
compass,phi_medium,7_ref,40
compass,phi_medium,8,40
compass,phi_medium,8_opp,40
compass,phi_medium,8_ref,40
compass,phi_medium,9,40
compass,phi_medium,9_opp,40
compass,phi_medium,9_ref,40
compass,phi_small,1,40
compass,phi_small,10,40
compass,phi_small,10_opp,40
compass,phi_small,10_ref,40
compass,phi_small,11,40
compass,phi_small,11_opp,40
compass,phi_small,11_ref,40
compass,phi_small,12,40
compass,phi_small,12_opp,40
compass,phi_small,12_ref,40
compass,phi_small,13,40
compass,phi_small,13_opp,40
compass,phi_small,13_ref,40
compass,phi_small,14,40
compass,phi_small,14_opp,40
compass,phi_small,14_ref,40
compass,phi_small,15,40
compass,phi_small,15_opp,40
compass,phi_small,15_ref,40
compass,phi_small,16,40
compass,phi_small,16_opp,40
compass,phi_small,16_ref,40
compass,phi_small,17,40
compass,phi_small,17_opp,40
compass,phi_small,17_ref,40
compass,phi_small,18,40
compass,phi_small,18_opp,40
compass,phi_small,18_ref,40
compass,phi_small,19,40
compass,phi_small,19_opp,40
compass,phi_small,19_ref,40
compass,phi_small,1_opp,40
compass,phi_small,1_ref,40
compass,phi_small,2,40
compass,phi_small,20,40
compass,phi_small,20_opp,40
compass,phi_small,20_ref,40
compass,phi_small,21,40
compass,phi_small,21_opp,40
compass,phi_small,21_ref,40
compass,phi_small,22,40
compass,phi_small,22_opp,20
compass,phi_small,22_ref,40
compass,phi_small,23,40
compass,phi_small,23_opp,40
compass,phi_small,23_ref,40
compass,phi_small,24,40
compass,phi_small,24_opp,40
compass,phi_small,24_ref,40
compass,phi_small,25,40
compass,phi_small,25_opp,40
compass,phi_small,25_ref,40
compass,phi_small,26,40
compass,phi_small,26_opp,40
compass,phi_small,26_ref,40
compass,phi_small,27,40
compass,phi_small,27_opp,40
compass,phi_small,27_ref,40
compass,phi_small,28,40
compass,phi_small,28_opp,40
compass,phi_small,28_ref,40
compass,phi_small,29,40
